R,I,A,S,E,C,career,interest_label
4.0539899064425216,3.235376620773893,1.0,1.01034629142713,1.934149873070045,4.704255871464541,QA Engineer,Data
3.503565647310651,3.725380673343712,1.0,1.0,1.75459676675179,4.434506305757207,Big Data Engineer,Data
4.0292302284170125,4.44815509288933,1.0,1.1288648706055264,2.4226355147229333,4.998645836575825,Automation Test Engineer,Data
4.060174957688585,5.0,1.0,1.8477579096249284,1.0,4.727704741086015,Cybersecurity Analyst,Data
3.467751789413524,3.329534014401242,1.0,1.0,2.35686760983068,5.0,QA Engineer,Data
4.715509890062628,4.582943369734208,1.2692346936272472,1.0,1.1559890777015625,5.0,Automation Test Engineer,Data
3.906248058135613,3.49775928858148,1.0273197208225189,1.0,1.3407952747209757,5.0,QA Engineer,Data
2.989498839561878,4.084972355525742,1.0,1.0,3.096899356883546,5.0,DevOps Engineer,Data
3.582830906708669,3.654472811303052,1.059175100561718,1.0,1.98093271558768,4.894732529823504,Big Data Engineer,Data
4.179167035598461,2.9356754377407404,1.0,1.4092743582199991,2.7265807724026088,4.50607096318388,DevOps Engineer,Data
4.150895965326436,3.743753304559549,1.0,1.0,3.3820938080677823,5.0,Cloud Engineer,Data
3.1287751953613823,4.962777042116916,1.0,1.0,2.030115104970513,5.0,Backend Developer,Data
3.428759050940789,5.0,1.0860793348032205,1.0768819147723532,2.435922284937045,4.024648712608579,Cybersecurity Analyst,Data
5.0,3.352513012951957,1.029830946848489,1.0,1.786618585580716,5.0,Automation Test Engineer,Data
4.24335526516275,2.341450901622511,1.0,1.0,2.870909207479857,5.0,QA Engineer,Data
1.876832359410076,3.849264141165007,1.5895605387951566,1.0,1.8705306017108048,3.90607029949564,Data Scientist,Data
3.411081822461848,3.787627805064496,1.451458275706979,1.0,1.7478439832478416,5.0,Automation Test Engineer,Data
3.538625718217815,3.9988463273007615,1.319258289624182,1.0,1.6358912375972277,4.453798235977602,Automation Test Engineer,Data
3.814614701669745,3.963826262424664,1.0260103252198098,1.0635869595971428,3.2791160534391515,4.913686823495761,DevOps Engineer,Data
4.510729052007688,4.411171149343776,1.3491995606647005,1.5584897138200642,2.9537003023658035,4.0655129620865615,Cloud Engineer,Data
3.7833579131860726,5.0,1.1277798494934017,1.4286457520615077,1.0,4.157748404161746,Cybersecurity Analyst,Data
3.6620311675980863,4.66127423141583,1.0,1.7084170410694015,3.811921872134629,4.024549766605309,Cloud Engineer,Data
4.073505416806432,4.568529430022761,1.0,1.0,3.7422170192201145,4.661830142118228,Cloud Engineer,Data
3.5532095160109947,4.793449828516546,1.0,1.0,3.586137479804034,4.953369667229118,DevOps Engineer,Data
3.24279296880094,4.27435023819745,1.0,1.0,1.5825850447266634,5.0,Big Data Engineer,Data
3.951053797413932,4.383772804584887,1.183523396464984,1.1399059271511778,2.222521349947093,4.139461548583721,Cybersecurity Analyst,Data
4.055167716579688,4.5539116412084,1.0,1.0,2.3542722177565176,4.414668734899905,Cloud Engineer,Data
4.676806054773383,4.000152482131145,1.0303680627906522,1.0,1.7286695505129668,4.795831659677158,Automation Test Engineer,Data
2.831033342198863,4.84495991725341,1.958943162796752,3.1185875000098275,4.270692685295137,4.53035443315826,Solutions Architect,Data
4.02773995938269,5.0,1.0,1.0,1.577384947281573,4.075433814255781,Cybersecurity Analyst,Data
3.5588053484606896,4.274834906744025,1.039894215716162,1.1634262031304672,2.113656897746159,4.45480390059628,Systems Engineer,Data
3.954309369786028,5.0,1.015708736733275,1.082549775746613,1.8045002792381808,3.7859238734560425,Security Engineer,Data
3.9215275973614094,4.070888280399744,1.0,1.6978537409337529,1.469634188022233,5.0,Automation Test Engineer,Data
4.986866721367926,2.918360807385848,1.3721145597807989,1.427998645153273,1.7685847382848148,5.0,QA Engineer,Data
4.080342749062827,4.807391627123664,1.6723425866153074,1.325665475997602,3.236608532905992,5.0,DevOps Engineer,Data
3.178507742982524,4.653545202369673,1.4497999377166253,1.1536497604383047,2.40643105941948,4.314814420961806,Backend Developer,Data
3.886668898138,4.32457386053521,1.0,1.8592198078013569,1.355161951019472,5.0,Big Data Engineer,Data
4.519881144802391,4.829190766614842,1.233160824591646,1.7111292542881635,2.109935071186973,3.943514762025466,Cybersecurity Analyst,Data
4.23163478457376,5.0,1.2133950966293223,1.0,1.497152456340903,4.01882368608468,Cybersecurity Analyst,Data
2.801350794228399,4.580766450605818,1.0,2.808135227357535,2.823781277185261,4.119281336464721,Solutions Architect,Data
4.361247884721468,3.841671117631678,1.6969622652705365,1.0,3.084688734971353,4.6121070053437,Site Reliability Engineer,Data
4.821209622964161,5.0,1.0,1.0,2.495823189130401,4.300526467537051,Security Engineer,Data
3.117807279054283,5.0,1.0,1.5718770216034643,2.169248203747207,3.7923560430495993,Backend Developer,Data
4.143139111540942,5.0,1.0,1.6715040418680656,2.43705704090893,4.36772164310208,Security Engineer,Data
3.772420731209129,5.0,2.680503352384887,1.0323956750616905,2.382718747187508,3.7388601476510375,AI Engineer,Data
4.509065742092358,3.064229557869908,1.338023689084741,2.671018369773379,2.122336017173469,3.7441129057518814,IT Support Engineer,Data
4.872155626211637,3.986787239316469,1.0,1.0,1.2195611467595964,5.0,Automation Test Engineer,Data
4.7208230916711,4.144304825649247,1.0,1.0640538009967482,2.2962105036936533,5.0,Automation Test Engineer,Data
4.538708249426087,4.607662985238228,1.0,1.0,1.490414689349048,5.0,Automation Test Engineer,Data
1.372919506502198,4.722491649227945,1.2988153582880877,2.0455471363662383,1.9887819740097128,3.971024729118641,Data Scientist,Data
3.26141774401775,4.71314999803071,1.0,2.071135179305932,2.863771585050356,4.218161834837016,Backend Developer,Data
4.980552145645733,3.169965925297152,1.412976104462973,1.3715048470250384,1.9314175445629416,5.0,Systems Engineer,Data
4.297661643946332,3.297070157067268,1.0,1.309144651655354,3.208329530274297,4.807220510018757,Cloud Engineer,Data
3.6139176565676734,3.794931869114509,1.4099995679586297,1.0,2.7768759428648178,4.331423894579404,Automation Test Engineer,Data
3.945843449589253,4.420389686170907,1.0,2.4903192565071675,4.100759835574372,3.969565413891885,Solutions Architect,Data
3.7280449732433714,4.412926334913855,1.0,1.0,2.7575222275611924,4.181849107450271,Cloud Engineer,Data
3.7641787106824207,4.110054911896832,1.6181590898532026,1.164104484214382,1.3758626219851369,4.771979162857014,Automation Test Engineer,Data
3.259839850257989,3.957886118793208,1.093841567517318,2.591753122142903,4.0609734867358105,4.059272945795868,Solutions Architect,Data
4.894687224547579,3.800501927888852,1.1891294911589612,1.0409527063020367,1.509195367777971,5.0,Automation Test Engineer,Data
3.855424328123185,3.902608315442696,1.0,3.846978613220168,3.823207593485895,3.672986195327567,Solutions Architect,Data
4.101299262238037,2.93018621822322,1.219585212216163,1.321956505148078,1.10096082002856,4.510409781861201,Automation Test Engineer,Data
3.6478527152578977,4.27855122346807,1.0,1.3194344368394408,1.0,4.580450888714476,Automation Test Engineer,Data
2.3573728249444725,4.883137971074137,2.3537288554321907,1.3884658461774144,2.803957530559579,4.6767268238106015,Data Scientist,Data
4.143431921409675,5.0,1.0288113815797977,1.0,2.289790623992402,3.564550589766033,Security Engineer,Data
4.711297598894989,5.0,1.059297211528437,1.0,2.9453649242970146,4.353529429200602,Cybersecurity Analyst,Data
4.509065742092358,3.064229557869908,1.338023689084741,2.671018369773379,2.122336017173469,3.7441129057518814,IT Support Engineer,Data
3.301856620272098,5.0,1.395570567689639,1.0,1.9621644636714684,3.768775659517172,Machine Learning Engineer,Data
3.990261767349328,2.035258868686959,1.0,1.0,2.329512976010548,4.219478712206611,QA Engineer,Data
4.454207119543081,4.355387012587597,1.0,1.2985280498692704,2.4468808986939155,5.0,Systems Engineer,Data
4.0578103952107165,4.517064182872452,1.2132696450132714,1.7450717979417385,1.9257222925497088,4.065075530992792,Cybersecurity Analyst,Data
3.9519278560377553,4.377093980516202,1.341930556965996,1.0,3.7364917888149134,4.289849109964653,Site Reliability Engineer,Data
4.627613123317291,5.0,1.0996899603270038,1.0,1.727136979681903,3.908454607694358,Cybersecurity Analyst,Data
4.450999189105047,2.7813820289208127,1.0,1.0032739833183173,2.427099824306408,4.884273892506173,QA Engineer,Data
3.361314433224691,4.455453517516875,1.0,1.0,1.3881275766718653,3.761246940685492,Big Data Engineer,Data
3.9217480848953934,3.7241310740838536,2.1508374260253875,1.0,3.5024651470339414,4.803599491559429,DevOps Engineer,Data
4.092938941811133,5.0,1.1287908746052184,1.0,2.72350230879253,4.635959151711183,Cybersecurity Analyst,Data
4.640176010418568,4.770728597416126,1.0,1.055634259583745,3.3371241542123826,5.0,Cloud Engineer,Data
5.0,4.653308534647524,1.5765848492274224,1.0,3.1148215277838984,4.340861853985029,Cloud Engineer,Data
3.937090324225833,3.4634543358186924,1.0,1.0,1.923249652215108,4.566776115023801,Big Data Engineer,Data
4.190634573483989,5.0,1.201195584514103,1.0,1.92138664155444,4.468407158461333,Security Engineer,Data
4.259914501335514,4.657707190429335,1.0640494421794933,1.0,1.0,4.499152284289192,Cybersecurity Analyst,Data
2.954019852486789,4.685069452402279,1.6230294624601156,1.249896337739499,1.4427463659529651,4.208912444278396,Automation Test Engineer,Data
4.554685784729642,4.430408937868125,1.0,1.6219709624830625,2.1640048589917025,4.16976497413183,Security Engineer,Data
3.6580698983267816,3.087243945507645,1.5285217095826829,1.0,3.5979709537176534,5.0,Cloud Engineer,Data
4.843003474885222,5.0,1.071643335941013,1.0,3.737727065521147,4.276621446835767,Cloud Engineer,Data
3.944322798807245,3.8949221979045614,1.0,1.134801847031622,4.131284404167659,4.747642269082425,Cloud Engineer,Data
3.8948361135672553,3.516372631009467,1.1952421469371677,1.5375603744908783,1.5916934850895066,5.0,Systems Engineer,Data
4.444419409769996,3.451245827778924,1.4762952539760223,1.193913671004479,2.688683289390576,5.0,QA Engineer,Data
4.111431998105147,4.257953115157014,1.0,1.0,3.228502221625257,4.8493676577128815,Automation Test Engineer,Data
4.519881144802391,4.829190766614842,1.233160824591646,1.7111292542881635,2.109935071186973,3.943514762025466,Cybersecurity Analyst,Data
3.8057153766238647,2.991307945228672,1.0,1.0,2.860846306067571,4.862977005557132,QA Engineer,Data
4.025456847767736,4.085200497031005,1.0,1.0,2.659324196782395,4.67047015474273,Cloud Engineer,Data
4.8998691458635495,3.725324954399335,1.0,1.148100221677419,3.357955208064405,5.0,Cloud Engineer,Data
4.418604743364341,5.0,1.0,1.4552460659718478,1.419377773759821,4.538679904931136,Security Engineer,Data
4.084361288672938,5.0,1.0395369289813066,1.172304660297055,3.0958851660254054,5.0,Security Engineer,Data
2.6131054004482133,4.377672648344292,1.0,1.7480221557445916,2.327182828177029,3.9722076645447726,Backend Developer,Data
3.508448426427925,3.494704698420702,1.0,1.3684185620525895,3.074028706945408,4.678424794938673,Cloud Engineer,Data
2.8861002213317093,5.0,1.0,1.0,2.137465390535044,4.102222585261587,Security Engineer,Data
4.034103391301418,4.408996049628668,1.0,1.0426719777602549,1.9649767781360177,5.0,Big Data Engineer,Data
1.889109298141932,5.0,1.684298722216721,1.0262631841076582,1.6220246466540398,4.180220838146386,Data Scientist,Data
2.553115779429985,5.0,2.128626710555751,1.0,1.6252920065215133,4.168883049527301,Data Scientist,Data
3.2629569006439008,3.91617253244125,1.3963325334200425,3.1511613737156368,4.0220113663728405,3.628457913906865,Solutions Architect,Data
4.019748380601095,4.673800769768761,1.0,1.0,1.996217670162676,4.4717584090763545,Security Engineer,Data
4.784099845263743,3.1741105520720843,1.0,1.0,2.392263630237819,4.71640242449245,QA Engineer,Data
3.637542923117252,4.353477504960272,1.0,1.3125552731244736,3.8906998583004286,5.0,Cloud Engineer,Data
4.055533736597816,3.1321330315261866,2.2208942926648856,1.0,3.373186620912686,4.982341570202552,Cloud Engineer,Data
3.83713055340869,4.056667231952651,1.0,1.0613644538527418,2.643473643058209,4.9377257601567885,Big Data Engineer,Data
3.661318885639116,5.0,1.0,1.0,1.6600166525339874,4.251664386922784,Security Engineer,Data
4.366174039825262,5.0,1.0,1.307273618825434,2.5545497327383595,3.9476139941592328,Cybersecurity Analyst,Data
4.133695650398703,4.643384878187627,1.3772329144675597,1.0,1.893184845757307,4.535608315008291,Automation Test Engineer,Data
2.024664082897422,5.0,1.8173595708980568,2.193983852762366,2.0900355188479907,3.863533339887244,Data Scientist,Data
4.28863118360046,3.274543535702993,1.0,1.0,2.6370317917580746,3.723729923989625,Big Data Engineer,Data
3.027096920628035,4.073910369518264,1.2918655703296964,1.678611808550026,1.7705615774875016,4.491207611393312,Data Analyst,Data
4.206813188857168,4.495062393446409,1.2960514916012458,1.3115055146488743,3.267827025676237,4.448957717611967,Site Reliability Engineer,Data
4.500663067399796,4.955137211836111,1.0,1.0,1.9321021798714928,3.975752069225587,Cybersecurity Analyst,Data
3.3757091554501177,5.0,1.0,1.1452901739372687,2.5407903641823912,4.794723468052354,Cybersecurity Analyst,Data
3.8988499949564415,5.0,1.230119471613959,1.8478062666390431,1.8727816361571683,5.0,Automation Test Engineer,Data
4.065178601328555,5.0,1.1888092032100466,1.221837863444058,2.1692972165579314,4.096827658315746,Cybersecurity Analyst,Data
3.917893107979253,3.055738293642297,1.0,1.3974630088369726,3.972008825000221,5.0,Site Reliability Engineer,Data
4.093046510437968,4.648128354874001,1.1117618812707684,1.0,2.725963316157361,4.526234629513944,Big Data Engineer,Data
3.992626140991579,4.357217203144445,1.0,2.0578854047814925,1.7453274518346458,4.097387002814034,Security Engineer,Data
3.929170401148896,4.1188182015053725,1.040827612386387,1.0,1.8317822111939968,5.0,Automation Test Engineer,Data
4.891614945872259,3.7185978343510544,1.0,1.0,2.0147163502099965,5.0,Automation Test Engineer,Data
1.850589955485398,4.820877811046247,1.7238693739436957,1.0,3.145955633409343,4.933731002080675,Data Scientist,Data
4.094335223755,5.0,1.3104987829363677,2.371556436231873,1.6423312154526666,4.126115739959649,Cybersecurity Analyst,Data
3.499431221057425,5.0,1.7051561532953228,1.0,2.8919593033037425,3.997873951640029,Security Engineer,Data
3.5982952701037814,4.25181831808893,1.0165079384674298,1.0,2.0731176395111803,5.0,Systems Engineer,Data
5.0,5.0,1.0626954859033693,1.0,2.0585205177906314,4.121913463308382,Cybersecurity Analyst,Data
3.4041757305506457,3.5663427456228343,1.0,1.2066127248430178,1.0246163363142493,4.585449973941946,Automation Test Engineer,Data
2.753805174208466,4.329924806052283,1.0,1.0,2.343951041446199,4.826419258790775,Big Data Engineer,Data
4.015684208049854,5.0,1.12129796857673,1.0,1.402265141667244,4.312303322447139,Cybersecurity Analyst,Data
5.0,3.9900342191713776,1.0,1.0,2.1881835185995544,5.0,Automation Test Engineer,Data
4.497001019753139,4.032924248782959,1.0,1.0,2.1270154837625093,4.908879087910731,Cloud Engineer,Data
4.595364324489923,4.8807509467460015,1.0,1.0208406036084543,3.1056665143007667,5.0,Systems Engineer,Data
2.9772069918222512,5.0,1.0,1.1760276982571485,1.374230287904778,4.721882302036629,Backend Developer,Data
4.119898416870995,5.0,1.0,1.2458899448003455,1.7699064755510605,4.230211133992195,Security Engineer,Data
4.101299262238037,2.93018621822322,1.219585212216163,1.321956505148078,1.10096082002856,4.510409781861201,Automation Test Engineer,Data
4.538708249426087,4.607662985238228,1.0,1.0,1.490414689349048,5.0,Automation Test Engineer,Data
3.725798159368218,4.312560228169962,1.001531818720337,1.0,2.574102392328245,5.0,Automation Test Engineer,Data
3.694405748874857,3.5838052775152787,1.0,2.0886467237745325,1.800371677027019,5.0,Big Data Engineer,Data
4.14057162634578,3.505209798135428,1.711070905774044,1.0,1.9493701557717444,4.919365249701011,Automation Test Engineer,Data
3.554091408368758,4.4800470364372345,1.3063869525312848,1.0,1.6881155196520974,4.957015676933393,Backend Developer,Data
3.107046872065102,4.377130610644006,1.086590462925591,1.1926586898644185,1.5580712818994336,4.076862552972764,Backend Developer,Data
4.794781666431288,4.692718890828191,1.0,1.0,2.8936551328474405,4.856148555935442,Site Reliability Engineer,Data
4.524971799762507,3.0248306778541085,1.0,1.4755284312407326,2.499431080164108,3.544225040339676,QA Engineer,Data
5.0,4.5745073480262,1.0848425454288757,1.1001973924381756,3.722425143629904,5.0,Cloud Engineer,Data
4.231722469058031,5.0,1.0,1.1726352548061445,1.7658256557202754,4.410769408654105,Security Engineer,Data
3.609597524210504,3.755863137651656,1.0,1.0,2.7198234219700783,4.91232091280258,Cloud Engineer,Data
3.831924998641124,2.9402884196320787,1.0176126531739054,1.458189413681665,1.7507679587295784,5.0,QA Engineer,Data
2.686657622000694,4.91852184459708,1.031591834403878,1.1209574921607492,1.21794911826036,4.112408368345737,Cybersecurity Analyst,Data
4.141188875599758,2.54185347649772,1.5197206961152958,1.145302348630896,2.991256531848938,5.0,QA Engineer,Data
3.4775067450560297,4.277345524244939,1.2741515004478794,2.8340334048849662,4.510452941762443,3.821914795348999,Solutions Architect,Data
3.945707919109805,5.0,1.0,1.3036275088774607,2.582355392619955,4.120115312885224,Security Engineer,Data
4.961018469803274,4.008810655488427,1.0,1.0,2.031328072467898,5.0,Automation Test Engineer,Data
4.357804533986545,3.803381795418577,1.016978442582584,1.0,3.3832279799248544,5.0,Cloud Engineer,Data
4.226312014990061,4.094667018090083,1.3104666978069957,1.6047657005681342,2.8550394234874923,4.560080346949507,Site Reliability Engineer,Data
3.855424328123185,3.902608315442696,1.0,3.846978613220168,3.823207593485895,3.672986195327567,Solutions Architect,Data
4.774458976709101,5.0,1.0,1.0,2.74226038292435,5.0,Cybersecurity Analyst,Data
3.049462785591007,5.0,1.1591276232917136,1.0,1.9695570115466488,4.095155062698528,Cybersecurity Analyst,Data
4.278358988316709,4.306442035881592,1.0,1.9289250756453324,3.021562715476525,5.0,Cloud Engineer,Data
4.710135542633731,4.0935344689883,1.0,1.5590842741869873,2.434941683815526,4.887325933143496,Cloud Engineer,Data
3.285472847301937,4.5927985895034045,2.2852430430398454,1.497207264103792,2.610275301965616,4.00677714732435,Machine Learning Engineer,Data
3.977869939860712,3.5726083432858293,1.3494518957508828,2.1224492070743635,2.479353922480914,5.0,QA Engineer,Data
3.699821652868213,5.0,1.877655535316652,1.0,2.695362964570716,3.8419418596847934,Security Engineer,Data
3.378320631195323,5.0,1.661202162405865,1.0,2.413291982568624,4.687398985027389,Cybersecurity Analyst,Data
4.190634573483989,5.0,1.201195584514103,1.0,1.92138664155444,4.468407158461333,Security Engineer,Data
3.699821652868213,5.0,1.877655535316652,1.0,2.695362964570716,3.8419418596847934,Security Engineer,Data
4.430075397936273,3.670683959522485,1.1081527056241582,1.058282828407668,2.373138796805205,5.0,Systems Engineer,Data
3.3787179986001474,4.264134969457553,1.0,1.353448145459256,2.6336368231591907,4.806881455644317,Systems Engineer,Data
3.814786142765165,2.5790578248573284,1.0,1.121129078310143,2.041519099906652,5.0,QA Engineer,Data
3.945707919109805,5.0,1.0,1.3036275088774607,2.582355392619955,4.120115312885224,Security Engineer,Data
3.907772764672716,4.338920048858943,1.798044646097121,1.0,1.5005923659052371,4.3789233246041945,Automation Test Engineer,Data
3.5102173426827243,2.599105446024475,1.181092161052347,1.0,2.452074797425791,5.0,QA Engineer,Data
3.608255935827063,4.558701356928244,1.3878826926413623,1.0,1.8404409551510483,4.507671393135498,Security Engineer,Data
2.9752681451737835,5.0,1.0,1.1912048730920253,2.083226104106528,4.246225632004075,Backend Developer,Data
3.4750432273152363,5.0,1.0214536630838458,1.0,1.740782184061248,3.710072409268336,Security Engineer,Data
4.615242178179176,4.330834686589768,1.7663919423840526,1.1823558866042427,2.1416349750733,4.503312315798257,Cybersecurity Analyst,Data
4.444929744325467,3.143189241500547,1.8827805888136304,1.0,1.938898924479628,5.0,QA Engineer,Data
4.510729052007688,4.411171149343776,1.3491995606647005,1.5584897138200642,2.9537003023658035,4.0655129620865615,Cloud Engineer,Data
4.188162978823288,4.3032123641955815,1.2463047434065262,1.2263812939240328,4.350433234774798,4.961907165024041,Site Reliability Engineer,Data
5.0,2.557705526595252,1.0,1.0,2.249629242790832,4.739058293147478,QA Engineer,Data
3.784410139825214,4.765761174634044,1.2232233916523887,1.0,1.623367894131429,4.552131533630334,Security Engineer,Data
4.691216670452716,3.327826997584724,1.4273136552753514,1.0,2.708866468745612,4.769012201014358,Cloud Engineer,Data
3.619633076611495,4.126199103326025,1.0,1.0,2.1098008409067743,5.0,Automation Test Engineer,Data
3.832737222231288,5.0,1.0,1.0,1.6875907111521606,4.013045525105417,Backend Developer,Data
3.558038525085827,4.071542468513997,1.2531933736164471,1.3353435853631164,1.8220405375338389,4.34285745109594,DevOps Engineer,Data
4.467634377622099,3.73343136613012,1.0,1.0,1.334325279312393,4.890128125989093,Automation Test Engineer,Data
4.359245148658565,4.145456700796166,1.3332712659913153,1.3368844171681298,2.536142853857816,5.0,Cloud Engineer,Data
4.184989606940373,4.597993501022877,1.0,1.0,1.598030811636418,4.39892591273915,Security Engineer,Data
3.695781479304429,4.203271069133347,1.0,1.527676533735522,1.2643941278604234,4.8895827539814585,Systems Engineer,Data
3.685850753991124,4.901235697854393,1.667241175371752,1.0,3.0639590373786283,3.627563607361863,Security Engineer,Data
2.885142080294116,4.767143487651829,1.0,3.735682851626583,3.887400285408397,3.5783368233870165,Solutions Architect,Data
